frame_id	cam_pitch	cam_yaw		vehicel_speed	steeringwheel_angle
  169		-3.170000	-0.600000	11.921875		4095.125000
  170		-3.170000	-0.600000	11.859375		4094.437500
  171		-3.170000	-0.600000	11.750000		4093.312500
  172		-3.170000	-0.600000	11.750000		4092.562500
  173		-3.170000	-0.600000	11.640625		4090.437500
  174		-3.170000	-0.600000	11.531250		4090.312500
  175		-3.170000	-0.600000	11.531250		4090.500000
  176		-3.170000	-0.600000	11.468750		4091.500000
  177		-3.170000	-0.600000	11.406250		4093.562500
  178		-3.170000	-0.600000	11.406250		4094.937500
  179		-3.170000	-0.600000	11.359375		4094.937500
  180		-3.170000	-0.600000	11.078125		4094.750000
  181		-3.170000	-0.600000	11.296875		4093.937500
  182		-3.170000	-0.600000	11.296875		4093.312500
  183		-3.170000	-0.600000	11.187500		4092.125000
  184		-3.170000	-0.600000	11.187500		4091.500000
  185		-3.170000	-0.600000	11.250000		4089.437500
  186		-3.170000	-0.600000	11.250000		4089.062500
  187		-3.170000	-0.600000	11.250000		4086.125000
  188		-3.170000	-0.600000	11.296875		4084.687500
  189		-3.170000	-0.600000	11.296875		4079.625000
  190		-3.170000	-0.600000	11.296875		4078.562500
  191		-3.170000	-0.600000	11.296875		4073.937500
  192		-3.170000	-0.600000	11.296875		4070.875000
  193		-3.170000	-0.600000	11.531250		4058.750000
  194		-3.170000	-0.600000	11.531250		4054.000000
  195		-3.170000	-0.600000	11.531250		4045.062500
  196		-3.170000	-0.600000	11.531250		4040.937500
  197		-3.170000	-0.600000	11.687500		4018.687500
  198		-3.170000	-0.600000	11.750000		4008.687500
  199		-3.170000	-0.600000	11.750000		3988.500000
  200		-3.170000	-0.600000	11.578125		3975.125000
  201		-3.170000	-0.600000	11.812500		3941.500000
  202		-3.170000	-0.600000	11.812500		3928.937500
  203		-3.170000	-0.600000	12.031250		3906.937500
  204		-3.170000	-0.600000	12.203125		3885.937500
  205		-3.170000	-0.600000	12.203125		3869.812500
  206		-3.170000	-0.600000	12.093750		3856.125000
  207		-3.170000	-0.600000	12.250000		3826.625000
  208		-3.170000	-0.600000	12.250000		3820.187500
  209		-3.170000	-0.600000	12.250000		3807.375000
  210		-3.170000	-0.600000	12.250000		3805.125000
  211		-3.170000	-0.600000	12.484375		3787.375000
  212		-3.170000	-0.600000	12.484375		3783.062500
  213		-3.170000	-0.600000	12.531250		3772.125000
  214		-3.170000	-0.600000	12.531250		3769.500000
  215		-3.170000	-0.600000	12.421875		3759.187500
  216		-3.170000	-0.600000	12.484375		3747.750000
  217		-3.170000	-0.600000	12.484375		3736.875000
  218		-3.170000	-0.600000	12.312500		3730.437500
  219		-3.170000	-0.600000	12.312500		3727.125000
  220		-3.170000	-0.600000	12.375000		3717.562500
  221		-3.170000	-0.600000	12.531250		3714.000000
  222		-3.170000	-0.600000	12.875000		3707.937500
  223		-3.170000	-0.600000	12.875000		3706.562500
  224		-3.170000	-0.600000	12.812500		3702.812500
  225		-3.170000	-0.600000	13.046875		3702.000000
  226		-3.170000	-0.600000	13.046875		3702.750000
  227		-3.170000	-0.600000	13.156250		3703.937500
  228		-3.170000	-0.600000	13.156250		3705.187500
  229		-3.170000	-0.600000	13.437500		3709.562500
  230		-3.170000	-0.600000	13.656250		3716.437500
  231		-3.170000	-0.600000	13.828125		3726.562500
  232		-3.170000	-0.600000	13.828125		3736.437500
  233		-3.170000	-0.600000	14.109375		3743.750000
  234		-3.170000	-0.600000	14.390625		3760.125000
  235		-3.170000	-0.600000	14.390625		3772.750000
  236		-3.170000	-0.600000	14.625000		3787.125000
  237		-3.170000	-0.600000	14.953125		3794.875000
  238		-3.170000	-0.600000	14.953125		3807.250000
  239		-3.170000	-0.600000	15.234375		3824.687500
  240		-3.170000	-0.600000	15.578125		3840.187500
  241		-3.170000	-0.600000	15.578125		3847.437500
  242		-3.170000	-0.600000	16.031250		3861.875000
  243		-3.170000	-0.600000	16.468750		3879.187500
  244		-3.170000	-0.600000	16.468750		3894.750000
  245		-3.170000	-0.600000	16.812500		3905.812500
  246		-3.170000	-0.600000	17.203125		3929.812500
  247		-3.170000	-0.600000	17.203125		3954.500000
  248		-3.170000	-0.600000	17.593750		3976.562500
  249		-3.170000	-0.600000	18.046875		3986.562500
  250		-3.170000	-0.600000	18.046875		4005.625000
  251		-3.170000	-0.600000	18.437500		4019.687500
  252		-3.170000	-0.600000	18.890625		4035.500000
  253		-3.170000	-0.600000	18.890625		4042.500000
  254		-3.170000	-0.600000	19.406250		4060.812500
  255		-3.170000	-0.600000	19.796875		4065.312500
  256		-3.170000	-0.600000	19.796875		4071.750000
  257		-3.170000	-0.600000	20.250000		4075.562500
  258		-3.170000	-0.600000	20.750000		4080.125000
  259		-3.170000	-0.600000	20.750000		4082.250000
  260		-3.170000	-0.600000	21.203125		4083.687500
  261		-3.170000	-0.600000	21.203125		4084.187500
  262		-3.170000	-0.600000	21.656250		4084.187500
  263		-3.170000	-0.600000	22.093750		4083.875000
  264		-3.170000	-0.600000	22.609375		4084.000000
  265		-3.170000	-0.600000	22.609375		4083.937500
  266		-3.170000	-0.600000	23.109375		4084.000000
  267		-3.170000	-0.600000	23.562500		4083.937500
  268		-3.170000	-0.600000	23.562500		4082.625000
  269		-3.170000	-0.600000	24.062500		4081.187500
  270		-3.170000	-0.600000	24.468750		4079.000000
  271		-3.170000	-0.600000	24.468750		4078.625000
  272		-3.170000	-0.600000	24.906250		4078.687500
  273		-3.170000	-0.600000	24.906250		4078.812500
  274		-3.170000	-0.600000	25.812500		4079.687500
  275		-3.170000	-0.600000	25.812500		4080.187500
  276		-3.170000	-0.600000	26.265625		4081.187500
  277		-3.170000	-0.600000	26.265625		4082.000000
  278		-3.170000	-0.600000	26.718750		4085.187500
  279		-3.170000	-0.600000	27.156250		4086.375000
  280		-3.170000	-0.600000	27.156250		4087.750000
  281		-3.170000	-0.600000	27.500000		4089.250000
  282		-3.170000	-0.600000	27.953125		4090.437500
  283		-3.170000	-0.600000	27.953125		4090.937500
  284		-3.170000	-0.600000	28.343750		4091.437500
  285		-3.170000	-0.600000	28.734375		4091.625000
  286		-3.170000	-0.600000	28.734375		4091.687500
  287		-3.170000	-0.600000	29.187500		4091.687500
  288		-3.170000	-0.600000	29.531250		4091.750000
  289		-3.170000	-0.600000	29.531250		4091.875000
  290		-3.170000	-0.600000	29.921875		4092.187500
  291		-3.170000	-0.600000	29.921875		4092.562500
  292		-3.170000	-0.600000	30.484375		4093.062500
  293		-3.170000	-0.600000	30.484375		4093.062500
  294		-3.170000	-0.600000	30.875000		4093.312500
  295		-3.170000	-0.600000	30.875000		4093.437500
  296		-3.170000	-0.600000	31.093750		4093.687500
  297		-3.170000	-0.600000	31.328125		4093.750000
  298		-3.170000	-0.600000	31.328125		4093.937500
  299		-3.170000	-0.600000	31.609375		4094.312500
  300		-3.170000	-0.600000	31.828125		4095.062500
  301		-3.170000	-0.600000	31.828125		4095.687500
  302		-3.170000	-0.600000	32.062500		1.062500
  303		-3.170000	-0.600000	32.062500		1.812500
  304		-3.170000	-0.600000	32.343750		3.062500
  305		-3.170000	-0.600000	32.671875		3.375000
  306		-3.170000	-0.600000	32.843750		3.500000
  307		-3.170000	-0.600000	32.843750		3.500000
  308		-3.170000	-0.600000	33.125000		3.812500
  309		-3.170000	-0.600000	33.125000		4.062500
  310		-3.170000	-0.600000	33.296875		4.125000
  311		-3.170000	-0.600000	33.406250		4.125000
  312		-3.170000	-0.600000	33.687500		4.125000
  313		-3.170000	-0.600000	33.687500		3.875000
  314		-3.170000	-0.600000	33.859375		3.000000
  315		-3.170000	-0.600000	34.078125		2.500000
  316		-3.170000	-0.600000	34.078125		1.875000
  317		-3.170000	-0.600000	34.250000		1.500000
  318		-3.170000	-0.600000	34.421875		1.125000
  319		-3.170000	-0.600000	34.421875		0.812500
  320		-3.170000	-0.600000	34.593750		0.000000
  321		-3.170000	-0.600000	34.593750		4095.375000
  322		-3.170000	-0.600000	34.812500		4094.625000
  323		-3.170000	-0.600000	34.984375		4094.625000
  324		-3.170000	-0.600000	35.312500		4094.625000
  325		-3.170000	-0.600000	35.312500		4094.625000
  326		-3.170000	-0.600000	35.484375		4094.625000
  327		-3.170000	-0.600000	35.718750		4094.812500
  328		-3.170000	-0.600000	35.718750		4095.687500
  329		-3.170000	-0.600000	35.875000		0.125000
  330		-3.170000	-0.600000	36.000000		1.812500
  331		-3.170000	-0.600000	36.000000		2.125000
  332		-3.170000	-0.600000	36.156250		2.375000
  333		-3.170000	-0.600000	36.156250		2.375000
  334		-3.170000	-0.600000	36.390625		2.312500
  335		-3.170000	-0.600000	36.390625		2.375000
  336		-3.170000	-0.600000	36.500000		2.312500
  337		-3.170000	-0.600000	36.500000		2.375000
  338		-3.170000	-0.600000	36.500000		2.687500
  339		-3.170000	-0.600000	36.500000		2.687500
  340		-3.170000	-0.600000	36.500000		2.750000
  341		-3.170000	-0.600000	36.562500		2.875000
  342		-3.170000	-0.600000	36.390625		2.875000
  343		-3.170000	-0.600000	36.390625		2.875000
  344		-3.170000	-0.600000	36.390625		2.937500
  345		-3.170000	-0.600000	36.281250		3.062500
  346		-3.170000	-0.600000	36.281250		3.062500
  347		-3.170000	-0.600000	36.218750		3.062500
  348		-3.170000	-0.600000	36.046875		3.062500
  349		-3.170000	-0.600000	36.046875		3.062500
  350		-3.170000	-0.600000	36.046875		3.062500
  351		-3.170000	-0.600000	36.046875		3.062500
  352		-3.170000	-0.600000	36.218750		3.062500
  353		-3.170000	-0.600000	36.218750		3.062500
  354		-3.170000	-0.600000	36.156250		3.062500
  355		-3.170000	-0.600000	36.156250		3.062500
  356		-3.170000	-0.600000	36.046875		3.125000
  357		-3.170000	-0.600000	36.000000		2.750000
  358		-3.170000	-0.600000	36.000000		1.687500
  359		-3.170000	-0.600000	35.937500		1.187500
  360		-3.170000	-0.600000	35.765625		0.375000
  361		-3.170000	-0.600000	35.765625		0.125000
  362		-3.170000	-0.600000	35.593750		4095.937500
  363		-3.170000	-0.600000	35.593750		4095.875000
  364		-3.170000	-0.600000	35.312500		4095.437500
  365		-3.170000	-0.600000	35.093750		4094.812500
  366		-3.170000	-0.600000	34.875000		4094.062500
  367		-3.170000	-0.600000	34.875000		4093.625000
  368		-3.170000	-0.600000	34.703125		4093.625000
  369		-3.170000	-0.600000	34.703125		4093.625000
  370		-3.170000	-0.600000	34.531250		4093.500000
  371		-3.170000	-0.600000	34.250000		4093.500000
  372		-3.170000	-0.600000	33.968750		4093.437500
  373		-3.170000	-0.600000	33.968750		4093.375000
  374		-3.170000	-0.600000	33.687500		4093.250000
  375		-3.170000	-0.600000	33.343750		4093.250000
  376		-3.170000	-0.600000	33.343750		4093.250000
  377		-3.170000	-0.600000	32.953125		4093.250000
  378		-3.170000	-0.600000	32.625000		4093.250000
  379		-3.170000	-0.600000	32.625000		4093.437500
  380		-3.170000	-0.600000	32.343750		4093.687500
  381		-3.170000	-0.600000	32.343750		4093.812500
  382		-3.170000	-0.600000	32.281250		4094.312500
  383		-3.170000	-0.600000	31.937500		4094.500000
  384		-3.170000	-0.600000	31.718750		4094.437500
  385		-3.170000	-0.600000	31.718750		4094.250000
  386		-3.170000	-0.600000	31.609375		4093.937500
  387		-3.170000	-0.600000	31.500000		4093.937500
  388		-3.170000	-0.600000	31.500000		4093.187500
  389		-3.170000	-0.600000	31.546875		4092.437500
  390		-3.170000	-0.600000	31.546875		4090.875000
  391		-3.170000	-0.600000	31.609375		4089.062500
  392		-3.170000	-0.600000	31.718750		4088.125000
  393		-3.170000	-0.600000	31.718750		4087.437500
  394		-3.170000	-0.600000	31.890625		4086.875000
  395		-3.170000	-0.600000	32.171875		4086.875000
  396		-3.170000	-0.600000	32.171875		4087.437500
  397		-3.170000	-0.600000	32.562500		4087.812500
  398		-3.170000	-0.600000	33.125000		4088.812500
  399		-3.170000	-0.600000	33.125000		4088.937500
  400		-3.170000	-0.600000	33.687500		4089.812500
  401		-3.170000	-0.600000	34.187500		4090.875000
  402		-3.170000	-0.600000	34.812500		4092.625000
  403		-3.170000	-0.600000	34.812500		4093.625000
  404		-3.170000	-0.600000	35.375000		4095.000000
  405		-3.170000	-0.600000	36.046875		4095.937500
  406		-3.170000	-0.600000	36.046875		0.000000
  407		-3.170000	-0.600000	36.390625		4095.687500
  408		-3.170000	-0.600000	37.062500		4095.562500
  409		-3.170000	-0.600000	37.062500		0.312500
  410		-3.170000	-0.600000	37.515625		1.250000
  411		-3.170000	-0.600000	37.515625		1.687500
  412		-3.170000	-0.600000	38.078125		2.562500
  413		-3.170000	-0.600000	38.578125		3.187500
  414		-3.170000	-0.600000	39.203125		4.125000
  415		-3.170000	-0.600000	39.203125		4.562500
  416		-3.170000	-0.600000	39.765625		5.312500
  417		-3.170000	-0.600000	40.265625		5.375000
  418		-3.170000	-0.600000	40.265625		5.562500
  419		-3.170000	-0.600000	40.656250		5.875000
  420		-3.170000	-0.600000	41.218750		6.312500
  421		-3.170000	-0.600000	41.218750		6.500000
  422		-3.170000	-0.600000	41.671875		6.500000
  423		-3.170000	-0.600000	42.296875		6.500000
  424		-3.170000	-0.600000	42.296875		6.625000
  425		-3.170000	-0.600000	42.625000		6.625000
  426		-3.170000	-0.600000	42.625000		6.687500
  427		-3.170000	-0.600000	43.421875		7.875000
  428		-3.170000	-0.600000	43.921875		9.187500
  429		-3.170000	-0.600000	43.921875		9.062500
  430		-3.170000	-0.600000	44.265625		8.312500
  431		-3.170000	-0.600000	44.765625		8.000000
  432		-3.170000	-0.600000	44.718750		7.437500
  433		-3.170000	-0.600000	44.718750		6.562500
  434		-3.170000	-0.600000	45.218750		4.500000
  435		-3.170000	-0.600000	45.437500		3.937500
  436		-3.170000	-0.600000	45.437500		3.687500
  437		-3.170000	-0.600000	45.953125		3.625000
  438		-3.170000	-0.600000	45.953125		3.937500
  439		-3.170000	-0.600000	46.515625		4.312500
  440		-3.170000	-0.600000	46.625000		4.312500
  441		-3.170000	-0.600000	46.625000		4.312500
  442		-3.170000	-0.600000	46.687500		4.312500
  443		-3.170000	-0.600000	46.906250		4.312500
  444		-3.170000	-0.600000	47.015625		3.750000
  445		-3.170000	-0.600000	47.015625		3.250000
  446		-3.170000	-0.600000	47.125000		3.000000
  447		-3.170000	-0.600000	47.125000		2.812500
  448		-3.170000	-0.600000	47.187500		2.625000
  449		-3.170000	-0.600000	47.187500		2.312500
  450		-3.170000	-0.600000	47.250000		2.000000
  451		-3.170000	-0.600000	47.250000		1.750000
  452		-3.170000	-0.600000	47.250000		1.000000
  453		-3.170000	-0.600000	47.250000		0.437500
  454		-3.170000	-0.600000	47.250000		0.125000
  455		-3.170000	-0.600000	47.187500		0.062500
  456		-3.170000	-0.600000	47.187500		4095.375000
  457		-3.170000	-0.600000	47.187500		4094.937500
  458		-3.170000	-0.600000	47.359375		4093.875000
  459		-3.170000	-0.600000	47.359375		4093.625000
  460		-3.170000	-0.600000	47.250000		4093.562500
  461		-3.170000	-0.600000	47.125000		4093.687500
  462		-3.170000	-0.600000	47.406250		4094.375000
  463		-3.170000	-0.600000	47.406250		4094.500000
  464		-3.170000	-0.600000	46.968750		4094.312500
  465		-3.170000	-0.600000	46.968750		4094.187500
  466		-3.170000	-0.600000	46.968750		4094.187500
  467		-3.170000	-0.600000	47.187500		4094.125000
  468		-3.170000	-0.600000	47.250000		4094.125000
  469		-3.170000	-0.600000	47.250000		4094.125000
  470		-3.170000	-0.600000	47.125000		4094.062500
  471		-3.170000	-0.600000	46.906250		4094.062500
  472		-3.170000	-0.600000	46.906250		4094.062500
  473		-3.170000	-0.600000	46.906250		4094.000000
  474		-3.170000	-0.600000	46.687500		4093.437500
  475		-3.170000	-0.600000	46.687500		4093.187500
  476		-3.170000	-0.600000	46.625000		4093.000000
  477		-3.170000	-0.600000	46.562500		4093.000000
  478		-3.170000	-0.600000	46.562500		4093.000000
  479		-3.170000	-0.600000	46.562500		4093.062500
  480		-3.170000	-0.600000	46.453125		4093.000000
  481		-3.170000	-0.600000	46.453125		4093.250000
  482		-3.170000	-0.600000	46.234375		4093.750000
  483		-3.170000	-0.600000	46.234375		4094.000000
  484		-3.170000	-0.600000	46.171875		4094.687500
  485		-3.170000	-0.600000	46.125000		4095.312500
  486		-3.170000	-0.600000	46.062500		4095.375000
  487		-3.170000	-0.600000	46.062500		4095.375000
  488		-3.170000	-0.600000	45.953125		4095.500000
  489		-3.170000	-0.600000	45.890625		4095.687500
  490		-3.170000	-0.600000	45.890625		4095.937500
  491		-3.170000	-0.600000	45.781250		0.125000
  492		-3.170000	-0.600000	45.781250		0.250000
  493		-3.170000	-0.600000	45.718750		0.437500
  494		-3.170000	-0.600000	45.562500		0.437500
  495		-3.170000	-0.600000	45.562500		0.375000
  496		-3.170000	-0.600000	45.437500		0.500000
  497		-3.170000	-0.600000	45.281250		0.500000
  498		-3.170000	-0.600000	45.328125		0.687500
  499		-3.170000	-0.600000	45.328125		1.125000
  500		-3.170000	-0.600000	45.156250		1.687500
  501		-3.170000	-0.600000	45.156250		2.187500
  502		-3.170000	-0.600000	45.109375		2.812500
  503		-3.170000	-0.600000	44.875000		3.750000
  504		-3.170000	-0.600000	44.765625		4.375000
  505		-3.170000	-0.600000	44.765625		4.437500
  506		-3.170000	-0.600000	44.765625		4.375000
  507		-3.170000	-0.600000	44.656250		4.375000
  508		-3.170000	-0.600000	44.656250		4.250000
  509		-3.170000	-0.600000	44.593750		3.812500
  510		-3.170000	-0.600000	44.593750		3.062500
  511		-3.170000	-0.600000	44.546875		2.437500
  512		-3.170000	-0.600000	44.484375		1.687500
  513		-3.170000	-0.600000	44.484375		1.375000
  514		-3.170000	-0.600000	44.312500		0.812500
  515		-3.170000	-0.600000	44.203125		0.500000
  516		-3.170000	-0.600000	44.156250		0.125000
  517		-3.170000	-0.600000	44.156250		4095.812500
  518		-3.170000	-0.600000	44.093750		4094.812500
  519		-3.170000	-0.600000	44.093750		4093.937500
  520		-3.170000	-0.600000	44.031250		4093.250000
  521		-3.170000	-0.600000	44.031250		4093.125000
  522		-3.170000	-0.600000	43.921875		4093.125000
  523		-3.170000	-0.600000	43.921875		4093.187500
  524		-3.170000	-0.600000	43.812500		4093.125000
  525		-3.170000	-0.600000	43.703125		4093.250000
  526		-3.170000	-0.600000	43.703125		4093.875000
  527		-3.170000	-0.600000	43.593750		4094.062500
  528		-3.170000	-0.600000	43.593750		4094.062500
  529		-3.170000	-0.600000	43.593750		4094.062500
  530		-3.170000	-0.600000	43.421875		4093.812500
  531		-3.170000	-0.600000	43.421875		4093.750000
  532		-3.170000	-0.600000	43.312500		4093.687500
  533		-3.170000	-0.600000	43.250000		4093.250000
  534		-3.170000	-0.600000	43.250000		4091.937500
  535		-3.170000	-0.600000	43.187500		4090.937500
  536		-3.170000	-0.600000	43.140625		4088.500000
  537		-3.170000	-0.600000	42.968750		4085.750000
  538		-3.170000	-0.600000	42.968750		4083.875000
  539		-3.170000	-0.600000	42.796875		4083.687500
  540		-3.170000	-0.600000	42.796875		4083.312500
  541		-3.170000	-0.600000	42.750000		4082.750000
  542		-3.170000	-0.600000	42.687500		4082.312500
  543		-3.170000	-0.600000	42.687500		4082.125000
  544		-3.170000	-0.600000	42.578125		4081.437500
  545		-3.170000	-0.600000	42.468750		4081.437500
